Hour,Irradiance_Wm2,AmbientTemp_C,region,hour,panel_temp,energy_gain,cooling_cost,should_cool
2022062907,371.62,31.87,riyadh,7,45.55,0.0,0.0,0
2022062908,605.63,36.38,riyadh,8,58.55,3.182,2.353,1
2022062909,788.16,37.28,riyadh,9,58.86,4.349,2.353,1
2022062910,937.14,39.81,riyadh,10,67.03,6.53,2.353,1
2022062911,1023.22,41.2,riyadh,11,70.23,8.511,2.353,1
2022062912,1024.31,41.85,riyadh,12,72.07,9.186,2.353,1
2022062913,935.17,42.09,riyadh,13,68.56,7.708,2.353,1
2022062914,792.12,42.43,riyadh,14,63.3,5.13,2.353,1
2022062915,589.52,42.16,riyadh,15,58.03,3.278,2.353,1
2022062916,383.34,40.65,riyadh,16,52.41,1.267,2.353,0
2022062917,155.49,38.99,riyadh,17,43.36,0.0,0.0,0
2022062918,25.11,34.74,riyadh,18,33.21,0.0,0.0,0
2022062919,7.4,33.49,riyadh,19,33.07,0.0,0.0,0
2022062920,23.08,32.17,riyadh,20,31.68,0.0,0.0,0
2022062921,19.4,30.98,riyadh,21,34.25,0.0,0.0,0
2022062922,1.07,30.3,riyadh,22,30.21,0.0,0.0,0
2022062923,2.54,28.87,riyadh,23,31.5,0.0,0.0,0
2022063000,5.46,28.94,riyadh,0,28.94,0.0,0.0,0
2022063001,12.14,27.73,riyadh,1,27.92,0.0,0.0,0
2022063002,6.91,27.55,riyadh,2,28.83,0.0,0.0,0
2022063003,0.0,27.22,riyadh,3,26.85,0.0,0.0,0
2022063004,0.0,27.5,riyadh,4,24.52,0.0,0.0,0
2022063005,32.58,27.82,riyadh,5,31.76,0.0,0.0,0
2022063006,162.53,30.57,riyadh,6,37.04,0.0,0.0,0
2022063007,359.51,32.71,riyadh,7,40.03,0.0,0.0,1
2022063008,588.99,37.23,riyadh,8,57.38,2.674,2.353,0
2022063009,774.25,40.06,riyadh,9,64.2,4.791,2.353,1
2022063010,946.11,42.22,riyadh,10,71.04,7.874,2.353,1
2022063011,1025.92,43.29,riyadh,11,77.3,10.3,2.353,1
2022063012,1023.96,44.18,riyadh,12,71.38,9.02,2.353,1
2022063013,921.27,43.73,riyadh,13,72.61,8.6,2.353,1
2022063014,788.16,44.23,riyadh,14,62.27,4.497,2.353,1
2022063015,610.21,42.98,riyadh,15,62.04,3.65,2.353,1
2022063016,386.17,42.44,riyadh,16,53.46,1.329,2.353,0
2022063017,188.34,41.38,riyadh,17,52.72,0.68,2.353,0
2022063018,43.23,37.26,riyadh,18,33.92,0.0,0.0,0
2022063019,0.0,34.79,riyadh,19,33.15,0.0,0.0,0
2022063020,0.0,33.51,riyadh,20,33.13,0.0,0.0,0
2022063021,0.0,32.88,riyadh,21,31.04,0.0,0.0,0
2022063022,2.91,31.48,riyadh,22,32.85,0.0,0.0,1
2022063023,4.66,31.32,riyadh,23,27.94,0.0,0.0,0
2022060100,0.0,12.51,seattle,0,10.74,0.0,0.0,0
2022060101,0.0,12.29,seattle,1,13.55,0.0,0.0,0
2022060102,0.0,11.81,seattle,2,11.93,0.0,0.0,0
2022060103,8.51,10.75,seattle,3,11.03,0.0,0.0,0
2022060104,26.58,9.87,seattle,4,12.68,0.0,0.0,0
2022060105,73.8,12.3,seattle,5,13.98,0.0,0.0,0
2022060106,132.04,13.31,seattle,6,14.98,0.0,0.0,0
2022060107,226.88,15.37,seattle,7,23.63,0.0,0.0,0
2022060108,354.51,16.83,seattle,8,29.02,0.0,0.0,0
2022060109,404.92,18.72,seattle,9,29.85,0.0,0.0,0
2022060110,449.78,19.47,seattle,10,30.66,0.0,0.0,0
2022060111,470.67,19.45,seattle,11,33.2,0.0,0.0,0
2022060112,485.28,20.22,seattle,12,38.5,0.0,0.0,0
2022060113,338.13,20.72,seattle,13,31.92,0.0,0.0,0
2022060114,306.23,19.12,seattle,14,31.4,0.0,0.0,0
2022060115,240.35,20.2,seattle,15,23.92,0.0,0.0,0
2022060116,130.63,20.03,seattle,16,21.61,0.0,0.0,0
2022060117,109.32,19.06,seattle,17,20.17,0.0,0.0,0
2022060118,39.02,17.72,seattle,18,21.49,0.0,0.0,0
2022060119,12.79,14.8,seattle,19,16.4,0.0,0.0,0
2022060120,0.12,13.76,seattle,20,9.96,0.0,0.0,0
2022060121,17.08,13.12,seattle,21,9.19,0.0,0.0,0
2022060122,31.91,12.26,seattle,22,11.65,0.0,0.0,0
2022060123,28.45,12.69,seattle,23,13.65,0.0,0.0,0
2022060200,0.16,12.82,seattle,0,13.25,0.0,0.0,0
2022060201,16.92,12.16,seattle,1,9.18,0.0,0.0,0
2022060202,0.0,10.67,seattle,2,6.99,0.0,0.0,0
2022060203,0.0,11.22,seattle,3,12.04,0.0,0.0,0
2022060204,6.58,10.82,seattle,4,10.64,0.0,0.0,0
2022060205,80.92,13.03,seattle,5,15.09,0.0,0.0,0
2022060206,155.03,15.12,seattle,6,15.58,0.0,0.0,0
2022060207,282.15,17.21,seattle,7,24.19,0.0,0.0,0
2022060208,344.15,19.81,seattle,8,31.76,0.0,0.0,0
2022060209,460.49,19.85,seattle,9,33.31,0.0,0.0,1
2022060210,528.97,21.6,seattle,10,35.78,0.0,0.0,0
2022060211,564.53,21.93,seattle,11,39.89,0.0,0.0,0
2022060212,525.44,22.59,seattle,12,38.36,0.0,0.0,0
2022060213,487.73,21.34,seattle,13,38.99,0.0,0.0,0
2022060214,333.87,22.14,seattle,14,33.66,0.0,0.0,0
2022060215,402.27,21.71,seattle,15,31.55,0.0,0.0,0
2022060216,276.22,22.16,seattle,16,26.04,0.0,0.0,1
2022060217,151.09,20.54,seattle,17,27.08,0.0,0.0,0
2022060218,79.32,20.53,seattle,18,18.82,0.0,0.0,0
2022060219,15.91,18.43,seattle,19,16.41,0.0,0.0,0
2022060220,13.62,17.02,seattle,20,17.52,0.0,0.0,0
2022060221,0.0,16.49,seattle,21,16.85,0.0,0.0,0
2022060222,23.4,14.4,seattle,22,15.56,0.0,0.0,0
2022060223,0.0,14.97,seattle,23,14.54,0.0,0.0,0
2022060300,20.95,12.97,seattle,0,14.68,0.0,0.0,0
2022060301,0.0,13.8,seattle,1,11.13,0.0,0.0,0
2022060302,1.73,12.5,seattle,2,12.16,0.0,0.0,0
2022060303,22.35,13.24,seattle,3,14.98,0.0,0.0,0
2022060304,21.85,13.23,seattle,4,14.62,0.0,0.0,0
2022060305,46.79,13.52,seattle,5,15.87,0.0,0.0,0
2022060306,95.22,13.66,seattle,6,14.33,0.0,0.0,0
2022060307,178.45,13.95,seattle,7,17.81,0.0,0.0,0
2022060308,195.68,13.52,seattle,8,17.75,0.0,0.0,0
2022060309,341.97,15.09,seattle,9,23.46,0.0,0.0,0
2022060310,388.53,13.89,seattle,10,25.01,0.0,0.0,0
2022060311,428.6,16.96,seattle,11,30.72,0.0,0.0,0
2022060312,454.29,16.84,seattle,12,32.43,0.0,0.0,0
2022060313,472.42,18.31,seattle,13,31.62,0.0,0.0,0
2022060314,493.52,16.51,seattle,14,30.44,0.0,0.0,0
2022060315,330.82,17.52,seattle,15,28.64,0.0,0.0,0
2022060316,195.65,15.57,seattle,16,24.01,0.0,0.0,0
2022060317,173.97,15.16,seattle,17,21.23,0.0,0.0,0
2022060318,89.12,14.46,seattle,18,19.48,0.0,0.0,0
2022060319,12.31,13.0,seattle,19,11.64,0.0,0.0,0
2022060320,0.0,12.28,seattle,20,11.44,0.0,0.0,0
2022060321,0.0,12.17,seattle,21,10.46,0.0,0.0,0
2022060322,0.0,11.14,seattle,22,10.17,0.0,0.0,0
2022060323,21.39,10.73,seattle,23,9.37,0.0,0.0,0
2022060400,0.0,10.65,seattle,0,9.98,0.0,0.0,0
2022060401,0.0,11.48,seattle,1,11.65,0.0,0.0,0
2022060402,10.34,11.03,seattle,2,8.78,0.0,0.0,0
2022060403,12.02,11.14,seattle,3,12.94,0.0,0.0,0
2022060404,22.68,10.33,seattle,4,8.3,0.0,0.0,0
2022060405,55.27,12.49,seattle,5,12.4,0.0,0.0,0
2022060406,139.26,13.46,seattle,6,18.94,0.0,0.0,0
2022060407,234.04,13.93,seattle,7,16.42,0.0,0.0,1
2022060408,336.12,15.71,seattle,8,29.02,0.0,0.0,0
2022060409,424.81,15.94,seattle,9,29.55,0.0,0.0,0
2022060410,461.92,16.78,seattle,10,29.34,0.0,0.0,0
2022060411,524.66,17.57,seattle,11,33.94,0.0,0.0,0
2022060412,450.62,17.5,seattle,12,30.09,0.0,0.0,0
2022060413,230.1,17.8,seattle,13,22.88,0.0,0.0,0
2022060414,229.56,16.98,seattle,14,22.09,0.0,0.0,0
2022060415,294.13,16.05,seattle,15,21.03,0.0,0.0,0
2022060416,134.03,16.28,seattle,16,21.29,0.0,0.0,0
2022060417,112.35,15.16,seattle,17,18.29,0.0,0.0,0
2022060418,71.99,15.13,seattle,18,17.05,0.0,0.0,0
2022060419,0.0,14.01,seattle,19,14.81,0.0,0.0,0
2022060420,0.0,14.66,seattle,20,13.82,0.0,0.0,1
2022060421,0.0,13.77,seattle,21,11.19,0.0,0.0,0
2022060422,0.0,13.52,seattle,22,15.22,0.0,0.0,0
2022060423,0.0,13.76,seattle,23,13.34,0.0,0.0,0
2022060500,30.36,13.59,seattle,0,12.78,0.0,0.0,0
2022060501,0.0,13.41,seattle,1,17.88,0.0,0.0,0
2022060502,0.0,13.46,seattle,2,12.15,0.0,0.0,0
2022060503,0.0,12.26,seattle,3,11.0,0.0,0.0,0
2022060504,26.79,13.14,seattle,4,11.29,0.0,0.0,0
2022060505,73.52,13.75,seattle,5,12.03,0.0,0.0,0
2022060506,110.19,14.91,seattle,6,17.66,0.0,0.0,0
2022060507,182.06,14.95,seattle,7,20.95,0.0,0.0,0
2022060508,289.31,15.78,seattle,8,27.38,0.0,0.0,0
2022060509,403.96,15.72,seattle,9,32.61,0.0,0.0,0
2022060510,440.96,15.14,seattle,10,27.31,0.0,0.0,0
2022060511,456.37,15.14,seattle,11,28.5,0.0,0.0,1
2022060512,470.51,15.0,seattle,12,28.69,0.0,0.0,0
2022060513,435.07,17.53,seattle,13,30.33,0.0,0.0,0
2022060514,470.19,17.26,seattle,14,27.47,0.0,0.0,0
2022060515,378.31,16.29,seattle,15,26.31,0.0,0.0,0
2022060516,283.51,15.32,seattle,16,22.87,0.0,0.0,0
2022060517,209.14,15.68,seattle,17,28.12,0.0,0.0,0
2022060518,87.16,14.59,seattle,18,14.33,0.0,0.0,0
2022060519,12.17,11.89,seattle,19,11.13,0.0,0.0,1
2022060520,4.3,11.62,seattle,20,11.84,0.0,0.0,0
2022060521,0.0,10.32,seattle,21,7.8,0.0,0.0,0
2022060522,2.38,10.22,seattle,22,5.93,0.0,0.0,0
2022060523,0.0,8.69,seattle,23,9.86,0.0,0.0,0
2022060600,10.13,7.1,seattle,0,9.29,0.0,0.0,0
2022060601,1.97,8.72,seattle,1,5.83,0.0,0.0,0
2022060602,25.76,8.08,seattle,2,13.96,0.0,0.0,0
2022060603,0.0,7.47,seattle,3,7.59,0.0,0.0,0
2022060604,6.59,7.92,seattle,4,11.45,0.0,0.0,0
2022060605,44.61,9.32,seattle,5,12.14,0.0,0.0,0
2022060606,129.32,11.1,seattle,6,16.6,0.0,0.0,0
2022060607,250.21,11.51,seattle,7,20.89,0.0,0.0,0
2022060608,384.61,14.06,seattle,8,27.51,0.0,0.0,0
2022060609,514.93,14.86,seattle,9,29.21,0.0,0.0,0
2022060610,514.17,15.13,seattle,10,31.65,0.0,0.0,0
2022060611,501.86,16.35,seattle,11,34.42,0.0,0.0,0
2022060612,447.86,16.95,seattle,12,26.85,0.0,0.0,0
2022060613,437.89,16.93,seattle,13,27.13,0.0,0.0,0
2022060614,415.11,16.64,seattle,14,28.62,0.0,0.0,0
2022060615,332.39,16.57,seattle,15,26.59,0.0,0.0,0
2022060616,255.2,16.69,seattle,16,24.13,0.0,0.0,0
2022060617,173.31,15.95,seattle,17,20.79,0.0,0.0,0
2022060618,114.14,14.7,seattle,18,14.52,0.0,0.0,0
2022060619,29.9,13.88,seattle,19,13.89,0.0,0.0,0
2022060620,0.0,12.31,seattle,20,11.86,0.0,0.0,0
2022060621,0.0,10.5,seattle,21,6.58,0.0,0.0,0
2022060622,0.0,10.88,seattle,22,8.64,0.0,0.0,0
2022060623,3.23,10.57,seattle,23,10.76,0.0,0.0,0
2022060700,0.0,8.52,seattle,0,4.45,0.0,0.0,0
2022060701,5.45,8.51,seattle,1,8.56,0.0,0.0,0
2022060702,0.0,8.84,seattle,2,10.23,0.0,0.0,0
2022060703,0.0,9.25,seattle,3,10.05,0.0,0.0,0
2022060704,43.57,7.92,seattle,4,6.23,0.0,0.0,0
2022060705,126.51,9.78,seattle,5,14.13,0.0,0.0,0
2022060706,288.08,11.52,seattle,6,18.87,0.0,0.0,0
2022060707,468.43,14.9,seattle,7,26.59,0.0,0.0,0
2022060708,626.77,16.53,seattle,8,34.2,0.0,0.0,0
2022060709,736.74,17.05,seattle,9,40.25,0.0,0.0,0
2022060710,790.96,19.98,seattle,10,43.0,0.0,0.0,0
2022060711,776.68,20.76,seattle,11,46.65,0.0,0.0,0
2022060712,641.53,22.01,seattle,12,38.84,0.0,0.0,0
2022060713,548.48,22.17,seattle,13,39.67,0.0,0.0,0
2022060714,477.19,22.27,seattle,14,36.77,0.0,0.0,0
2022060715,309.46,21.44,seattle,15,32.05,0.0,0.0,0
2022060716,184.18,19.93,seattle,16,26.52,0.0,0.0,0
2022060717,89.68,19.24,seattle,17,22.86,0.0,0.0,0
2022060718,86.56,18.42,seattle,18,17.08,0.0,0.0,0
2022060719,17.78,16.35,seattle,19,17.05,0.0,0.0,0
2022060720,0.0,14.77,seattle,20,13.67,0.0,0.0,0
2022060721,0.0,15.05,seattle,21,11.59,0.0,0.0,0
2022060722,0.0,13.86,seattle,22,9.67,0.0,0.0,0
2022060723,19.69,14.92,seattle,23,11.14,0.0,0.0,0
2022060800,0.0,14.25,seattle,0,14.24,0.0,0.0,0
2022060801,0.0,12.88,seattle,1,11.45,0.0,0.0,0
2022060802,0.0,10.91,seattle,2,12.02,0.0,0.0,0
2022060803,0.0,10.85,seattle,3,8.85,0.0,0.0,0
2022060804,0.0,10.97,seattle,4,12.39,0.0,0.0,0
2022060805,88.62,12.53,seattle,5,16.41,0.0,0.0,0
2022060806,168.97,12.79,seattle,6,19.01,0.0,0.0,0
2022060807,275.71,13.44,seattle,7,22.26,0.0,0.0,0
2022060808,422.03,14.19,seattle,8,24.58,0.0,0.0,0
2022060809,508.34,13.92,seattle,9,28.62,0.0,0.0,0
2022060810,603.56,15.31,seattle,10,33.59,0.0,0.0,0
2022060811,689.27,16.6,seattle,11,39.88,0.0,0.0,0
2022060812,748.77,18.32,seattle,12,44.21,0.0,0.0,0
2022060813,818.87,17.87,seattle,13,41.86,0.0,0.0,0
2022060814,673.03,19.51,seattle,14,38.64,0.0,0.0,0
2022060815,572.81,19.42,seattle,15,37.53,0.0,0.0,0
2022060816,477.79,20.07,seattle,16,36.67,0.0,0.0,0
2022060817,307.47,17.31,seattle,17,25.0,0.0,0.0,0
2022060818,165.25,16.4,seattle,18,16.88,0.0,0.0,0
2022060819,40.03,14.78,seattle,19,14.97,0.0,0.0,0
2022060820,0.0,14.74,seattle,20,11.58,0.0,0.0,0
2022060821,0.0,14.34,seattle,21,13.83,0.0,0.0,0
2022060822,0.0,13.0,seattle,22,14.4,0.0,0.0,0
2022060823,59.13,12.81,seattle,23,15.26,0.0,0.0,0
2022060900,0.0,13.94,seattle,0,13.55,0.0,0.0,0
2022060901,4.09,13.74,seattle,1,14.43,0.0,0.0,0
2022060902,0.0,11.97,seattle,2,12.85,0.0,0.0,0
2022060903,0.0,11.04,seattle,3,8.42,0.0,0.0,0
2022060904,4.94,12.22,seattle,4,10.0,0.0,0.0,0
2022060905,63.45,12.51,seattle,5,12.61,0.0,0.0,0
2022060906,46.23,13.22,seattle,6,10.55,0.0,0.0,0
2022060907,58.94,13.66,seattle,7,13.22,0.0,0.0,0
2022060908,156.9,13.86,seattle,8,13.47,0.0,0.0,0
2022060909,119.14,13.98,seattle,9,14.24,0.0,0.0,0
2022060910,158.46,13.86,seattle,10,16.33,0.0,0.0,0
2022060911,204.29,15.02,seattle,11,22.95,0.0,0.0,0
2022060912,217.39,15.04,seattle,12,19.44,0.0,0.0,0
2022060913,167.42,14.15,seattle,13,19.12,0.0,0.0,0
2022060914,260.44,14.71,seattle,14,24.8,0.0,0.0,0
2022060915,108.96,15.55,seattle,15,19.72,0.0,0.0,0
2022060916,111.45,16.06,seattle,16,19.22,0.0,0.0,0
2022060917,52.1,15.06,seattle,17,17.65,0.0,0.0,0
2022060918,35.72,14.8,seattle,18,15.72,0.0,0.0,0
2022060919,16.47,15.62,seattle,19,13.41,0.0,0.0,0
2022060920,4.22,15.07,seattle,20,15.57,0.0,0.0,0
2022060921,0.0,15.04,seattle,21,16.8,0.0,0.0,0
2022060922,0.0,14.0,seattle,22,10.78,0.0,0.0,0
2022060923,7.39,13.93,seattle,23,13.1,0.0,0.0,0
2022061000,0.0,14.14,seattle,0,13.01,0.0,0.0,0
2022061001,3.45,13.55,seattle,1,8.07,0.0,0.0,0
2022061002,0.88,14.28,seattle,2,16.18,0.0,0.0,0
2022061003,0.0,13.63,seattle,3,11.92,0.0,0.0,0
2022061004,0.0,13.41,seattle,4,12.26,0.0,0.0,0
2022061005,76.72,13.72,seattle,5,15.41,0.0,0.0,0
2022061006,155.56,14.3,seattle,6,18.49,0.0,0.0,0
2022061007,234.05,15.95,seattle,7,24.26,0.0,0.0,0
2022061008,356.43,16.7,seattle,8,24.32,0.0,0.0,1
2022061009,428.53,17.78,seattle,9,28.35,0.0,0.0,0
2022061010,479.4,19.45,seattle,10,34.03,0.0,0.0,0
2022061011,491.55,19.08,seattle,11,28.96,0.0,0.0,0
2022061012,318.73,18.04,seattle,12,28.41,0.0,0.0,0
2022061013,243.34,16.67,seattle,13,25.03,0.0,0.0,0
2022061014,162.22,17.33,seattle,14,20.55,0.0,0.0,0
2022061015,62.96,17.61,seattle,15,18.06,0.0,0.0,0
2022061016,92.77,16.21,seattle,16,17.26,0.0,0.0,0
2022061017,71.2,15.4,seattle,17,12.83,0.0,0.0,0
2022061018,50.77,14.82,seattle,18,13.02,0.0,0.0,0
2022061019,51.28,13.71,seattle,19,15.48,0.0,0.0,0
2022061020,0.0,14.49,seattle,20,10.43,0.0,0.0,0
2022061021,0.0,13.31,seattle,21,11.14,0.0,0.0,0
2022061022,4.12,13.11,seattle,22,11.59,0.0,0.0,0
2022061023,2.23,13.1,seattle,23,14.66,0.0,0.0,0
2022061100,21.08,13.27,seattle,0,11.42,0.0,0.0,0
2022061101,13.82,12.92,seattle,1,16.69,0.0,0.0,0
2022061102,0.0,12.78,seattle,2,13.31,0.0,0.0,0
2022061103,35.96,11.75,seattle,3,13.0,0.0,0.0,0
2022061104,1.4,12.25,seattle,4,11.78,0.0,0.0,0
2022061105,67.13,12.56,seattle,5,13.16,0.0,0.0,0
2022061106,148.62,13.25,seattle,6,18.0,0.0,0.0,1
2022061107,245.07,14.17,seattle,7,19.42,0.0,0.0,0
2022061108,358.24,15.31,seattle,8,22.37,0.0,0.0,0
2022061109,458.33,16.77,seattle,9,32.08,0.0,0.0,0
2022061110,581.82,18.06,seattle,10,33.11,0.0,0.0,0
2022061111,571.14,17.51,seattle,11,39.39,0.0,0.0,0
2022061112,654.97,17.84,seattle,12,37.69,0.0,0.0,0
2022061113,513.35,18.68,seattle,13,33.02,0.0,0.0,0
2022061114,574.12,18.71,seattle,14,35.18,0.0,0.0,0
2022061115,469.74,18.49,seattle,15,35.52,0.0,0.0,0
2022061116,382.0,18.12,seattle,16,32.26,0.0,0.0,0
2022061117,273.32,17.46,seattle,17,26.7,0.0,0.0,0
2022061118,134.87,16.76,seattle,18,18.18,0.0,0.0,0
2022061119,14.43,15.1,seattle,19,13.87,0.0,0.0,0
2022061120,4.45,13.13,seattle,20,13.54,0.0,0.0,0
2022061121,5.89,12.92,seattle,21,14.64,0.0,0.0,0
2022061122,0.0,12.22,seattle,22,12.16,0.0,0.0,0
2022061123,0.0,11.53,seattle,23,11.9,0.0,0.0,0
2022061200,17.31,10.91,seattle,0,15.53,0.0,0.0,0
2022061201,0.0,10.75,seattle,1,8.92,0.0,0.0,0
2022061202,14.06,9.83,seattle,2,12.24,0.0,0.0,0
2022061203,0.0,9.54,seattle,3,10.7,0.0,0.0,0
2022061204,6.1,10.88,seattle,4,12.62,0.0,0.0,0
2022061205,55.51,10.64,seattle,5,11.29,0.0,0.0,0
2022061206,125.41,10.85,seattle,6,12.76,0.0,0.0,0
2022061207,187.25,11.97,seattle,7,16.85,0.0,0.0,0
2022061208,219.0,13.63,seattle,8,20.96,0.0,0.0,0
2022061209,275.38,13.39,seattle,9,26.79,0.0,0.0,0
2022061210,374.38,12.34,seattle,10,24.36,0.0,0.0,0
2022061211,451.87,14.79,seattle,11,32.25,0.0,0.0,0
2022061212,415.75,14.57,seattle,12,23.4,0.0,0.0,0
2022061213,310.41,14.33,seattle,13,23.13,0.0,0.0,0
2022061214,229.79,13.75,seattle,14,21.88,0.0,0.0,0
2022061215,159.59,14.17,seattle,15,17.79,0.0,0.0,0
2022061216,136.7,14.69,seattle,16,18.76,0.0,0.0,0
2022061217,98.66,15.18,seattle,17,17.72,0.0,0.0,0
2022061218,96.09,13.48,seattle,18,14.68,0.0,0.0,0
2022061219,0.0,11.92,seattle,19,12.97,0.0,0.0,0
2022061220,7.78,11.19,seattle,20,12.28,0.0,0.0,0
2022061221,0.0,10.64,seattle,21,12.12,0.0,0.0,0
2022061222,6.68,9.56,seattle,22,6.92,0.0,0.0,0
2022061223,27.31,8.13,seattle,23,7.86,0.0,0.0,1
2022061300,18.06,7.85,seattle,0,7.21,0.0,0.0,0
2022061301,0.33,8.2,seattle,1,7.66,0.0,0.0,0
2022061302,0.0,7.7,seattle,2,12.1,0.0,0.0,0
2022061303,27.69,7.79,seattle,3,6.57,0.0,0.0,0
2022061304,13.79,7.72,seattle,4,4.22,0.0,0.0,0
2022061305,72.09,8.53,seattle,5,9.85,0.0,0.0,0
2022061306,142.38,9.01,seattle,6,14.55,0.0,0.0,0
2022061307,214.4,10.58,seattle,7,17.32,0.0,0.0,0
2022061308,306.47,13.74,seattle,8,24.85,0.0,0.0,0
2022061309,384.55,14.84,seattle,9,25.72,0.0,0.0,0
2022061310,433.41,15.99,seattle,10,26.86,0.0,0.0,0
2022061311,519.51,16.24,seattle,11,31.26,0.0,0.0,0
2022061312,439.38,16.34,seattle,12,31.55,0.0,0.0,0
2022061313,461.71,15.19,seattle,13,30.24,0.0,0.0,0
2022061314,385.98,15.6,seattle,14,24.47,0.0,0.0,0
2022061315,354.59,14.47,seattle,15,23.39,0.0,0.0,0
2022061316,265.23,14.0,seattle,16,23.74,0.0,0.0,0
2022061317,160.28,14.31,seattle,17,20.79,0.0,0.0,0
2022061318,111.68,11.99,seattle,18,14.71,0.0,0.0,0
2022061319,3.24,10.98,seattle,19,10.85,0.0,0.0,0
2022061320,0.0,9.4,seattle,20,7.61,0.0,0.0,1
2022061321,0.0,8.53,seattle,21,9.6,0.0,0.0,0
2022061322,1.25,8.6,seattle,22,10.22,0.0,0.0,0
2022061323,19.57,8.78,seattle,23,13.19,0.0,0.0,0
2022061400,3.76,7.85,seattle,0,3.84,0.0,0.0,0
2022061401,0.0,7.62,seattle,1,10.59,0.0,0.0,0
2022061402,0.0,7.81,seattle,2,7.43,0.0,0.0,0
2022061403,0.0,8.22,seattle,3,8.52,0.0,0.0,0
2022061404,18.53,7.31,seattle,4,8.31,0.0,0.0,0
2022061405,72.97,7.99,seattle,5,7.61,0.0,0.0,0
2022061406,184.84,10.64,seattle,6,16.19,0.0,0.0,0
2022061407,252.16,11.81,seattle,7,17.43,0.0,0.0,0
2022061408,369.2,12.73,seattle,8,15.7,0.0,0.0,0
2022061409,457.44,15.1,seattle,9,27.29,0.0,0.0,0
2022061410,481.36,15.98,seattle,10,29.67,0.0,0.0,0
2022061411,534.27,17.06,seattle,11,33.19,0.0,0.0,0
2022061412,518.51,17.57,seattle,12,32.84,0.0,0.0,0
2022061413,506.5,17.87,seattle,13,34.38,0.0,0.0,0
2022061414,445.42,18.67,seattle,14,30.63,0.0,0.0,0
2022061415,300.93,18.59,seattle,15,27.75,0.0,0.0,0
2022061416,232.47,16.21,seattle,16,23.77,0.0,0.0,1
2022061417,178.88,15.63,seattle,17,19.54,0.0,0.0,0
2022061418,70.55,14.28,seattle,18,15.38,0.0,0.0,0
2022061419,32.0,12.58,seattle,19,14.58,0.0,0.0,0
2022061420,0.79,12.39,seattle,20,9.58,0.0,0.0,0
2022061421,0.0,11.74,seattle,21,7.5,0.0,0.0,0
2022061422,23.3,10.89,seattle,22,10.6,0.0,0.0,0
2022061423,17.18,9.89,seattle,23,8.58,0.0,0.0,0
2022061500,15.33,10.61,seattle,0,9.33,0.0,0.0,0
2022061501,1.31,10.06,seattle,1,14.1,0.0,0.0,0
2022061502,0.0,10.17,seattle,2,10.55,0.0,0.0,0
2022061503,0.0,9.91,seattle,3,11.0,0.0,0.0,0
2022061504,34.58,10.31,seattle,4,12.1,0.0,0.0,0
2022061505,43.14,10.92,seattle,5,12.84,0.0,0.0,0
2022061506,129.59,12.55,seattle,6,17.03,0.0,0.0,0
2022061507,163.51,13.35,seattle,7,16.21,0.0,0.0,0
2022061508,207.46,13.3,seattle,8,17.31,0.0,0.0,0
2022061509,332.41,14.63,seattle,9,23.26,0.0,0.0,0
2022061510,322.78,13.71,seattle,10,25.62,0.0,0.0,0
2022061511,403.61,15.2,seattle,11,25.62,0.0,0.0,0
2022061512,325.68,16.59,seattle,12,19.23,0.0,0.0,1
2022061513,270.45,15.75,seattle,13,22.57,0.0,0.0,1
2022061514,213.63,16.16,seattle,14,24.87,0.0,0.0,0
2022061515,193.63,17.33,seattle,15,21.3,0.0,0.0,0
2022061516,170.75,16.89,seattle,16,20.73,0.0,0.0,0
2022061517,172.39,16.02,seattle,17,24.15,0.0,0.0,0
2022061518,77.82,14.1,seattle,18,15.53,0.0,0.0,0
2022061519,12.18,13.7,seattle,19,11.47,0.0,0.0,0
2022061520,1.82,11.04,seattle,20,7.0,0.0,0.0,0
2022061521,3.71,10.4,seattle,21,10.81,0.0,0.0,0
2022061522,20.66,10.08,seattle,22,11.28,0.0,0.0,0
2022061523,0.0,9.59,seattle,23,10.08,0.0,0.0,0
2022061600,15.17,10.81,seattle,0,9.9,0.0,0.0,0
2022061601,0.0,9.86,seattle,1,7.03,0.0,0.0,0
2022061602,0.0,11.24,seattle,2,9.77,0.0,0.0,0
2022061603,3.79,10.75,seattle,3,8.98,0.0,0.0,0
2022061604,0.0,10.04,seattle,4,9.13,0.0,0.0,0
2022061605,55.34,10.91,seattle,5,6.56,0.0,0.0,0
2022061606,136.3,13.02,seattle,6,10.35,0.0,0.0,0
2022061607,209.12,15.37,seattle,7,20.68,0.0,0.0,0
2022061608,336.38,15.61,seattle,8,23.62,0.0,0.0,0
2022061609,455.58,15.73,seattle,9,29.97,0.0,0.0,0
2022061610,577.13,16.69,seattle,10,36.09,0.0,0.0,0
2022061611,608.32,18.12,seattle,11,37.03,0.0,0.0,0
2022061612,652.1,18.31,seattle,12,36.77,0.0,0.0,0
2022061613,573.29,17.47,seattle,13,37.53,0.0,0.0,0
2022061614,597.11,17.99,seattle,14,37.14,0.0,0.0,0
2022061615,539.35,19.5,seattle,15,36.67,0.0,0.0,0
2022061616,449.62,17.44,seattle,16,30.1,0.0,0.0,0
2022061617,258.65,17.73,seattle,17,24.68,0.0,0.0,0
2022061618,153.71,16.02,seattle,18,19.41,0.0,0.0,0
2022061619,34.67,14.72,seattle,19,13.71,0.0,0.0,0
